Item Number,Derived Item,Is New,Added On,Is Deleted,Deleted On,MBS Fee,CPI Rate,CPI MBS Fee
32117,,-,-,-,-,999.65,13.1408,1131.01
32118,,Yes,01-08-2022,-,-,1328,0,1328
32120,,-,-,Yes,01-07-2022,256.95,13.1408,290.71
32123,,-,-,-,-,333.2,13.1408,376.98
32126,,-,-,Yes,01-07-2022,483.95,13.1408,547.54
32129,,-,-,-,-,634.7,13.1408,718.1
32131,,-,-,-,-,533.6,13.1408,603.72
32132,,-,-,Yes,01-07-2022,45.1,13.1408,51.03
32135,,-,-,-,-,67.5,13.1408,76.37
32138,,-,-,Yes,01-07-2022,367.75,13.1408,416.08
32139,,-,-,-,-,367.75,13.1408,416.08
32142,,-,-,Yes,01-07-2022,67.5,13.1408,76.37
32145,,-,-,Yes,01-07-2022,135.05,13.1408,152.8
32147,,-,-,-,-,45.1,13.1408,51.03
32150,,-,-,-,-,256.95,13.1408,290.71
32153,,-,-,Yes,01-07-2022,70.1,13.1408,79.31
32156,,-,-,-,-,131.75,13.1408,149.06
32159,,-,-,-,-,333.2,13.1408,376.98
32162,,-,-,-,-,483.95,13.1408,547.54
32165,,-,-,-,-,634.7,13.1408,718.1
32166,,-,-,-,-,206.2,13.1408,233.3
32168,,-,-,Yes,01-07-2022,131.75,13.1408,149.06
32171,,-,-,-,-,88.8,13.1408,100.47
32174,,-,-,-,-,88.8,13.1408,100.47
32175,,-,-,-,-,162.65,13.1408,184.02
32177,,-,-,Yes,01-07-2022,174.25,13.1408,197.15
32180,,-,-,Yes,01-07-2022,256.95,13.1408,290.71
32183,,-,-,-,-,561.65,13.1408,635.46
32186,,-,-,-,-,561.65,13.1408,635.46
32200,,-,-,Yes,01-07-2022,295.7,13.1408,334.56
32203,,-,-,Yes,01-07-2022,635,13.1408,718.44
32206,,-,-,Yes,01-07-2022,573.7,13.1408,649.09
32209,,-,-,Yes,01-07-2022,921.95,13.1408,1043.1
32210,,-,-,Yes,01-07-2022,255.45,13.1408,289.02
32212,,-,-,-,-,136.25,13.1408,154.15
32213,,-,-,-,-,660.95,13.1408,747.8
32214,,-,-,Yes,01-07-2022,334,13.1408,377.89
32215,,-,-,-,-,125.4,13.1408,141.88
32216,,-,-,-,-,593.55,13.1408,671.55
32217,,-,-,Yes,01-07-2022,156.3,13.1408,176.84
32218,,-,-,-,-,156.3,13.1408,176.84
32220,,-,-,Yes,01-07-2022,903.9,13.1408,1022.68
32221,,-,-,-,-,903.9,13.1408,1022.68
32222,,Yes,01-11-2019,-,-,344.8,2.5,353.42
32223,,Yes,01-11-2019,-,-,344.8,2.5,353.42
32224,,Yes,01-11-2019,-,-,344.8,2.5,353.42
32225,,Yes,01-11-2019,-,-,344.8,2.5,353.42
32226,,Yes,01-11-2019,-,-,344.8,2.5,353.42
32227,,Yes,01-11-2019,-,-,483.85,2.5,495.95
32228,,Yes,01-11-2019,-,-,344.8,2.5,353.42
32229,,Yes,01-11-2019,-,-,278.1,2.5,285.05
32230,,Yes,01-11-2021,Yes,15-09-2021,695.25,0,695.25
32231,,Yes,01-07-2022,-,-,352.3,0,352.3
32232,,Yes,01-07-2022,-,-,955.15,0,955.15
32233,,Yes,01-07-2022,-,-,678.4,0,678.4
32234,,Yes,01-07-2022,-,-,134.15,0,134.15
32235,,Yes,01-07-2022,-,-,129.5,0,129.5
32236,,Yes,01-07-2022,-,-,184.2,0,184.2
32237,,Yes,01-07-2022,-,-,298.75,0,298.75
32500,,-,-,-,-,109.8,13.1408,124.23
32501,,-,-,Yes,01-01-2019,109.8,13.1408,124.23
32504,,-,-,-,-,267.65,13.1408,302.82
32507,,-,-,-,-,533.6,13.1408,603.72
32508,,-,-,-,-,533.6,13.1408,603.72
32511,,-,-,-,-,793.3,13.1408,897.55
32514,,-,-,-,-,926.8,13.1408,1048.59
32517,,-,-,-,-,1193.4,13.1408,1350.22
32520,,-,-,-,-,533.6,13.1408,603.72
32522,,-,-,-,-,793.3,13.1408,897.55
32523,,-,-,-,-,533.6,13.1408,603.72
32526,,-,-,-,-,793.3,13.1408,897.55
32528,,-,-,-,-,533.6,13.1408,603.72
32529,,-,-,-,-,793.3,13.1408,897.55
32700,,-,-,-,-,1436.3,13.1408,1625.04
32703,,-,-,-,-,1188.2,13.1408,1344.34
32708,,-,-,-,-,1421.35,13.1408,1608.13
32710,,-,-,-,-,1579.3,13.1408,1786.83
32711,,-,-,-,-,1737.25,13.1408,1965.54
32712,,-,-,-,-,1255.8,13.1408,1420.82
32715,,-,-,-,-,1255.8,13.1408,1420.82
32718,,-,-,-,-,1188.2,13.1408,1344.34
32721,,-,-,-,-,1887.35,13.1408,2135.36
32724,,-,-,-,-,2143.1,13.1408,2424.72
32730,,-,-,-,-,1624.3,13.1408,1837.75
32733,,-,-,-,-,1887.35,13.1408,2135.36
32736,,-,-,-,-,413.55,13.1408,467.89
32739,,-,-,-,-,1293.4,13.1408,1463.36
32742,,-,-,-,-,1481.5,13.1408,1676.18
32745,,-,-,-,-,1691.95,13.1408,1914.29
32748,,-,-,-,-,1834.8,13.1408,2075.91
32751,,-,-,-,-,1188.2,13.1408,1344.34
32754,,-,-,-,-,1481.5,13.1408,1676.18
32757,,-,-,-,-,413.55,13.1408,467.89
32760,,-,-,-,-,406.05,13.1408,459.41
32763,,-,-,-,-,1188.2,13.1408,1344.34
32766,,-,-,-,-,789.65,13.1408,893.42
32769,,-,-,-,-,273.65,13.1408,309.61
33050,,-,-,-,-,1455.3,13.1408,1646.54
33055,,-,-,-,-,1167.05,13.1408,1320.41
33070,,-,-,-,-,842,13.1408,952.65
33075,,-,-,-,-,1071.05,13.1408,1211.79
33080,,-,-,-,-,1307.45,13.1408,1479.26
33100,,-,-,-,-,1436.3,13.1408,1625.04
33103,,-,-,-,-,2015.3,13.1408,2280.13
33109,,-,-,-,-,2436.5,13.1408,2756.68
33112,,-,-,-,-,2113.1,13.1408,2390.78
33115,,-,-,-,-,1421.35,13.1408,1608.13
33116,,-,-,-,-,1399,13.1408,1582.84
33118,,-,-,-,-,1579.3,13.1408,1786.83
33119,,-,-,-,-,1554.55,13.1408,1758.83
33121,,-,-,-,-,1737.25,13.1408,1965.54
33124,,-,-,-,-,1210.8,13.1408,1369.91
33127,,-,-,-,-,1586.75,13.1408,1795.26
33130,,-,-,-,-,1383.65,13.1408,1565.47
33133,,-,-,-,-,1037.65,13.1408,1174.01
33136,,-,-,-,-,2616.75,13.1408,2960.61
33139,,-,-,-,-,1586.75,13.1408,1795.26
33142,,-,-,-,-,1481.5,13.1408,1676.18
33145,,-,-,-,-,2549.2,13.1408,2884.19
33148,,-,-,-,-,3165.8,13.1408,3581.81
33151,,-,-,-,-,3007.9,13.1408,3403.16
33154,,-,-,-,-,2225.9,13.1408,2518.4
33157,,-,-,-,-,2481.5,13.1408,2807.59
33160,,-,-,-,-,2481.5,13.1408,2807.59
33163,,-,-,-,-,2105.7,13.1408,2382.41
33166,,-,-,-,-,2105.7,13.1408,2382.41
33169,,-,-,-,-,1639.35,13.1408,1854.77
33172,,-,-,-,-,1278.35,13.1408,1446.34
33175,,-,-,-,-,1178.1,13.1408,1332.91
33178,,-,-,-,-,1498.2,13.1408,1695.08
33181,,-,-,-,-,1831.7,13.1408,2072.4
33500,,-,-,-,-,1135.4,13.1408,1284.6
33506,,-,-,-,-,1270.9,13.1408,1437.91
33509,,-,-,-,-,1421.35,13.1408,1608.13
33512,,-,-,-,-,1579.3,13.1408,1786.83
33515,,-,-,-,-,1737.25,13.1408,1965.54
33518,,-,-,-,-,1270.9,13.1408,1437.91
33521,,-,-,-,-,1376.1,13.1408,1556.93
33524,,-,-,-,-,1624.3,13.1408,1837.75
33527,,-,-,-,-,1887.35,13.1408,2135.36
33530,,-,-,-,-,1624.3,13.1408,1837.75
33533,,-,-,-,-,1887.35,13.1408,2135.36
33536,,-,-,-,-,1346.1,13.1408,1522.99
33539,,-,-,-,-,970.05,13.1408,1097.52
33542,,-,-,-,-,1383.65,13.1408,1565.47
33545,,-,-,-,-,273.65,13.1408,309.61
33548,,-,-,-,-,556.6,13.1408,629.74
33551,,-,-,-,-,273.65,13.1408,309.61
33554,,-,-,-,-,272.4,13.1408,308.2
33800,,-,-,-,-,1180.6,13.1408,1335.74
33803,,-,-,-,-,1128.05,13.1408,1276.28
33806,,-,-,-,-,812.15,13.1408,918.87
33810,,-,-,-,-,592.45,13.1408,670.3
33811,,-,-,-,-,1763.8,13.1408,1995.58
33812,,-,-,-,-,932.45,13.1408,1054.98
33815,,-,-,-,-,857.3,13.1408,969.96
33818,,-,-,-,-,1000.15,13.1408,1131.58
33821,,-,-,-,-,1143,13.1408,1293.2
33824,,-,-,-,-,1090.35,13.1408,1233.63
33827,,-,-,-,-,1278.35,13.1408,1446.34
33830,,-,-,-,-,1466.3,13.1408,1658.98
33833,,-,-,-,-,1331.15,13.1408,1506.07
33836,,-,-,-,-,1586.75,13.1408,1795.26
33839,,-,-,-,-,1857.4,13.1408,2101.48
33842,,-,-,-,-,917.4,13.1408,1037.95
33845,,-,-,-,-,639.2,13.1408,723.2
33848,,-,-,-,-,639.2,13.1408,723.2
34100,,-,-,-,-,707,13.1408,799.91
34103,,-,-,-,-,413.55,13.1408,467.89
34106,,-,-,-,-,291.7,13.1408,330.03
34109,,-,-,-,-,338.35,13.1408,382.81
34112,,-,-,-,-,857.3,13.1408,969.96
34115,,-,-,-,-,970.05,13.1408,1097.52
34118,,-,-,-,-,1383.65,13.1408,1565.47
34121,,-,-,-,-,1105.35,13.1408,1250.6
34124,,-,-,-,-,1210.8,13.1408,1369.91
34127,,-,-,-,-,1586.75,13.1408,1795.26
34130,,-,-,-,-,496.3,13.1408,561.52
34133,,-,-,-,-,556.6,13.1408,629.74
34136,,-,-,-,-,894.75,13.1408,1012.33
34139,,-,-,-,-,894.75,13.1408,1012.33
34142,,-,-,-,-,1105.35,13.1408,1250.6
34145,,-,-,-,-,804.65,13.1408,910.39
34148,,-,-,-,-,1436.3,13.1408,1625.04
34151,,-,-,-,-,1962.65,13.1408,2220.56
34154,,-,-,-,-,2338.75,13.1408,2646.08
34157,,-,-,-,-,1188.2,13.1408,1344.34
34160,,-,-,-,-,2225.9,13.1408,2518.4
34163,,-,-,-,-,2857.55,13.1408,3233.05
34166,,-,-,-,-,2857.55,13.1408,3233.05
34169,,-,-,-,-,1586.75,13.1408,1795.26
34172,,-,-,-,-,1293.4,13.1408,1463.36
34175,,-,-,-,-,1188.2,13.1408,1344.34
34500,,-,-,-,-,308.4,13.1408,348.93
34503,,-,-,-,-,413.55,13.1408,467.89
34506,,-,-,-,-,210.45,13.1408,238.1
34509,,-,-,-,-,977.55,13.1408,1106.01
34512,,-,-,-,-,1075.4,13.1408,1216.72
34515,,-,-,-,-,767,13.1408,867.79
34518,,-,-,-,-,1285.75,13.1408,1454.71
34521,,-,-,-,-,789.95,13.1408,893.76
34524,,-,-,-,-,413.55,13.1408,467.89
34527,,-,-,-,-,551.6,13.1408,624.09
34528,,-,-,-,-,272.4,13.1408,308.2
34529,,-,-,-,-,717.1,13.1408,811.33
34530,,-,-,-,-,204.25,13.1408,231.09
34533,,-,-,-,-,1240.65,13.1408,1403.68
34534,,-,-,-,-,354.1,13.1408,400.63
34538,,-,-,-,-,272.4,13.1408,308.2
34539,,-,-,-,-,204.25,13.1408,231.09
34540,,-,-,-,-,265.5,13.1408,300.39
34800,,-,-,-,-,812.15,13.1408,918.87
34803,,-,-,-,-,1789.85,13.1408,2025.05
34806,,-,-,-,-,970.05,13.1408,1097.52
34809,,-,-,-,-,970.05,13.1408,1097.52
34812,,-,-,-,-,1173.05,13.1408,1327.2
34815,,-,-,-,-,970.05,13.1408,1097.52
34818,,-,-,-,-,1067.8,13.1408,1208.12
34821,,-,-,-,-,1451.45,13.1408,1642.18
34824,,-,-,-,-,496.3,13.1408,561.52
34827,,-,-,-,-,601.65,13.1408,680.71
34830,,-,-,-,-,707,13.1408,799.91
34833,,-,-,-,-,917.4,13.1408,1037.95
35000,,-,-,-,-,707,13.1408,799.91
35003,,-,-,-,-,917.4,13.1408,1037.95
35006,,-,-,-,-,1150.55,13.1408,1301.74
35009,,-,-,-,-,894.75,13.1408,1012.33
35012,,-,-,-,-,707,13.1408,799.91
35100,,-,-,-,-,368.55,13.1408,416.98
35103,,-,-,-,-,234.55,13.1408,265.37
35200,,-,-,-,-,171.5,13.1408,194.04
35202,,-,-,-,-,817.1,13.1408,924.47
35300,,-,-,-,-,515.35,13.1408,583.07
35303,,-,-,-,-,660.8,13.1408,747.63
35306,,-,-,-,-,609.9,13.1408,690.05
35307,,-,-,-,-,1121.15,13.1408,1268.48
35309,,-,-,-,-,762.35,13.1408,862.53
35312,,-,-,-,-,864.05,13.1408,977.59
35315,,-,-,-,-,864.05,13.1408,977.59
35317,,-,-,-,-,355.8,13.1408,402.55
35319,,-,-,-,-,637.8,13.1408,721.61
35320,,-,-,-,-,856.7,13.1408,969.28
35321,,-,-,-,-,813.3,13.1408,920.17
35324,,-,-,-,-,304.95,13.1408,345.02
35327,,-,-,-,-,408.7,13.1408,462.41
35330,,-,-,-,-,515.35,13.1408,583.07
35331,,-,-,-,-,592.45,13.1408,670.3
35360,,-,-,-,-,828.2,13.1408,937.03
35361,,-,-,-,-,710.3,13.1408,803.64
35362,,-,-,-,-,592.45,13.1408,670.3
35363,,-,-,-,-,474.65,13.1408,537.02
35401,,Yes,01-11-2021,Yes,15-09-2021,710.5,0,710.5
35404,,-,-,-,-,346.6,13.1408,392.15
35406,,-,-,-,-,813.3,13.1408,920.17
35408,,-,-,-,-,610.1,13.1408,690.27
35410,,-,-,-,-,813.3,13.1408,920.17
35412,,-,-,-,-,2857.55,13.1408,3233.05
35414,,-,-,-,-,3500,13.1408,3959.93
35500,,-,-,-,-,81.3,13.1408,91.98
35502,,-,-,Yes,01-03-2022,80.15,13.1408,90.68
35503,,-,-,-,-,53.55,13.1408,60.59
35506,,-,-,-,-,53.7,13.1408,60.76
35507,,-,-,-,-,174.45,13.1408,197.37
35508,,-,-,-,-,256.95,13.1408,290.71
35509,,-,-,-,-,89.45,13.1408,101.2
35513,,-,-,-,-,221.7,13.1408,250.83
35517,,-,-,-,-,146,13.1408,165.19
35518,,-,-,-,-,207.85,13.1408,235.16
35520,,-,-,Yes,01-03-2022,58.3,13.1408,65.96
35523,,-,-,Yes,01-03-2022,58.3,13.1408,65.96
35527,,-,-,-,-,146,13.1408,165.19
35530,,-,-,Yes,01-03-2022,269.85,13.1408,305.31
35533,,-,-,-,-,349.85,13.1408,395.82
35534,,-,-,-,-,349.85,13.1408,395.82
35536,,-,-,-,-,348.45,13.1408,394.24
35539,,-,-,-,-,272.95,13.1408,308.82
35542,,-,-,Yes,01-03-2022,319.6,13.1408,361.6
35545,,-,-,-,-,183.6,13.1408,207.73
35548,,-,-,-,-,834.05,13.1408,943.65
35551,,-,-,-,-,962.2,0,962.2
35552,,Yes,01-11-2020,-,-,1447.5,0,1447.5
35554,,-,-,-,-,43.5,13.1408,49.22
35557,,-,-,-,-,214.5,13.1408,242.69
35560,,-,-,-,-,683.9,13.1408,773.77
35561,,-,-,-,-,1379.5,13.1408,1560.78
35562,,-,-,-,-,1132.6,13.1408,1281.43
35564,,-,-,-,-,522.85,13.1408,591.56
35565,,-,-,-,-,683.9,13.1408,773.77
35566,,-,-,-,-,397.25,13.1408,449.45
35568,,-,-,-,-,624.6,13.1408,706.68
35569,,-,-,-,-,160.85,13.1408,181.99
35570,,-,-,-,-,553.85,13.1408,626.63
35571,,-,-,-,-,553.85,13.1408,626.63
35572,,-,-,Yes,01-03-2022,123.8,13.1408,140.07
35573,,-,-,-,-,830.9,13.1408,940.09
35577,,-,-,-,-,674.5,13.1408,763.14
35578,,-,-,-,-,674.5,13.1408,763.14
35581,,-,-,-,-,553.85,13.1408,626.63
35582,,-,-,-,-,830.9,13.1408,940.09
35585,,-,-,-,-,1473.2,13.1408,1666.79
35591,,Yes,01-03-2022,-,-,962.2,0,962.2
35592,,Yes,01-03-2022,-,-,962.2,0,962.2
35595,,-,-,-,-,1155,13.1408,1306.78
35596,,-,-,-,-,683.9,13.1408,773.77
35597,,-,-,-,-,1473.2,13.1408,1666.79
35599,,-,-,-,-,788.6,0,788.6
35602,,-,-,Yes,01-03-2022,674.5,13.1408,763.14
35605,,-,-,Yes,01-03-2022,365.95,13.1408,414.04
35608,,-,-,-,-,64,13.1408,72.41
35609,,Yes,01-03-2022,-,-,226.8,0,226.8
35610,,Yes,01-03-2022,-,-,396.95,0,396.95
35611,,-,-,-,-,64,13.1408,72.41
35612,,-,-,-,-,506,13.1408,572.49
35613,,-,-,Yes,01-03-2022,404.8,13.1408,457.99
35614,,-,-,-,-,63.9,13.1408,72.3
35615,,-,-,-,-,53.7,13.1408,60.76
35616,,-,-,-,-,449.6,13.1408,508.68
35618,,-,-,Yes,01-03-2022,218,13.1408,246.65
35620,,-,-,-,-,53.35,13.1408,60.36
35622,,-,-,-,-,602.45,13.1408,681.62
35623,,-,-,-,-,819.25,13.1408,926.91
35626,,-,-,-,-,82.8,13.1408,93.68
35627,,-,-,Yes,01-03-2022,107.15,13.1408,121.23
35630,,-,-,-,-,183,13.1408,207.05
35631,,Yes,01-03-2022,-,-,740.35,0,740.35
35632,,Yes,01-03-2022,-,-,925.4,0,925.4
35633,,-,-,-,-,218,13.1408,246.65
35634,,-,-,Yes,01-03-2022,685.7,13.1408,775.81
35635,,-,-,-,-,299.45,13.1408,338.8
35636,,-,-,-,-,433,13.1408,489.9
35637,,-,-,-,-,406.65,13.1408,460.09
35638,,-,-,Yes,01-03-2022,711.5,13.1408,805
35640,,-,-,-,-,183,13.1408,207.05
35641,,-,-,-,-,1242.65,13.1408,1405.94
35643,,-,-,-,-,218,13.1408,246.65
35644,,-,-,-,-,203.65,13.1408,230.41
35645,,-,-,-,-,318.7,13.1408,360.58
35646,,-,-,Yes,01-03-2022,203.65,13.1408,230.41
35647,,-,-,-,-,203.65,13.1408,230.41
35648,,-,-,-,-,318.7,13.1408,360.58
35649,,-,-,-,-,536,13.1408,606.43
35653,,-,-,-,-,674.7,13.1408,763.36
35657,,-,-,-,-,674.7,13.1408,763.36
35658,,-,-,-,-,416.05,13.1408,470.72
35661,,-,-,-,-,871.3,13.1408,985.8
35664,,-,-,Yes,01-03-2022,1452.2,13.1408,1643.03
35667,,-,-,-,-,1234.25,13.1408,1396.44
35668,,Yes,01-03-2022,-,-,1926.35,0,1926.35
35669,,Yes,01-03-2022,-,-,1926.35,0,1926.35
35670,,-,-,Yes,01-03-2022,1016.3,13.1408,1149.85
35671,,Yes,01-03-2022,-,-,1511.1,0,1511.1
35673,,-,-,-,-,757.8,13.1408,857.38
35674,,-,-,-,-,207.85,13.1408,235.16
35677,,-,-,Yes,01-03-2022,536,13.1408,606.43
35678,,-,-,Yes,01-03-2022,646.25,13.1408,731.17
35680,,-,-,-,-,582.05,13.1408,658.54
35684,,-,-,Yes,01-03-2022,471.15,13.1408,533.06
35688,,-,-,Yes,01-03-2022,397.25,13.1408,449.45
35691,,-,-,-,-,158.7,13.1408,179.55
35694,,-,-,-,-,637.7,13.1408,721.5
35697,,-,-,-,-,946.2,13.1408,1070.54
35700,,-,-,-,-,730.05,13.1408,825.98
35703,,-,-,-,-,67.5,13.1408,76.37
35706,,-,-,Yes,01-03-2022,67.5,13.1408,76.37
35709,,-,-,Yes,01-03-2022,43.5,13.1408,49.22
35710,,-,-,Yes,01-03-2022,463.3,13.1408,524.18
35713,,-,-,Yes,01-03-2022,452.85,13.1408,512.36
35717,,-,-,-,-,545.3,13.1408,616.96
35720,,-,-,-,-,674.5,13.1408,763.14
35721,,Yes,01-03-2022,-,-,3319.15,0,3319.15
35723,,-,-,-,-,483.1,13.1408,546.58
35724,,Yes,01-03-2022,-,-,2171.3,0,2171.3
35726,,-,-,-,-,483.1,13.1408,546.58
35729,,-,-,-,-,217.8,13.1408,246.42
35730,,-,-,-,-,217.8,13.1408,246.42
35750,,-,-,-,-,784.6,13.1408,887.7
35751,,Yes,01-03-2022,-,-,816.4,0,816.4
35753,,-,-,-,-,867.6,13.1408,981.61
35754,,-,-,-,-,1091.9,13.1408,1235.38
35756,,-,-,-,-,784.6,13.1408,887.7
35759,,-,-,-,-,563.3,13.1408,637.32
36500,,-,-,Yes,01-01-2019,924.7,13.1408,1046.21
36502,,-,-,-,-,683.9,13.1408,773.77
36503,,-,-,-,-,1391.15,13.1408,1573.96
36504,,Yes,01-05-2019,-,-,299.55,2.5,307.04
36505,,Yes,01-05-2019,-,-,235.4,2.5,241.29
36506,,-,-,-,-,924.7,13.1408,1046.21
36507,,Yes,01-05-2019,-,-,394.4,2.5,404.26
36508,,Yes,01-05-2019,-,-,768.5,2.5,787.71
36509,,-,-,-,-,782.95,13.1408,885.84
36516,,-,-,-,-,924.7,13.1408,1046.21
36519,,-,-,-,-,1291.1,13.1408,1460.76
36522,,-,-,-,-,1107.95,13.1408,1253.54
36525,,-,-,-,-,1574.45,13.1408,1781.35
36526,,-,-,Yes,01-11-2020,1291.1,0,1291.1
36527,,-,-,Yes,01-11-2020,1593.4,0,1593.4
36528,,-,-,-,-,1291.1,13.1408,1460.76
36529,,-,-,-,-,1593.4,13.1408,1802.79
36530,,Yes,01-11-2022,-,-,856.1,0,856.1
36531,,-,-,-,-,1157.85,13.1408,1310
36532,,-,-,-,-,1661.85,13.1408,1880.23
36533,,-,-,-,-,1964.15,13.1408,2222.26
36537,,-,-,-,-,691.4,13.1408,782.26
36540,,-,-,Yes,01-11-2020,1107.95,0,1107.95
36543,,-,-,-,-,1291.1,13.1408,1460.76
36546,,-,-,-,-,691.4,13.1408,782.26
36549,,-,-,-,-,833.1,13.1408,942.58
36552,,-,-,-,-,741.5,13.1408,838.94
36558,,-,-,-,-,649.8,13.1408,735.19
36561,,-,-,-,-,172.5,13.1408,195.17
36564,,-,-,-,-,924.7,13.1408,1046.21
36567,,-,-,-,-,1016.3,13.1408,1149.85
36570,,-,-,-,-,1291.1,13.1408,1460.76
36573,,-,-,-,-,924.7,13.1408,1046.21
36576,,-,-,-,-,1157.85,13.1408,1310
36579,,-,-,-,-,741.5,13.1408,838.94
36585,,-,-,-,-,741.5,13.1408,838.94
36588,,-,-,-,-,924.7,13.1408,1046.21
36591,,-,-,-,-,1107.95,13.1408,1253.54
36594,,-,-,-,-,924.7,13.1408,1046.21
36597,,-,-,-,-,924.7,13.1408,1046.21
36600,,-,-,-,-,1107.95,13.1408,1253.54
36603,,-,-,-,-,1291.1,13.1408,1460.76
36604,,-,-,-,-,267.65,13.1408,302.82
36605,,-,-,Yes,01-11-2020,690.7,0,690.7
36606,,-,-,-,-,2315.8,13.1408,2620.11
36607,,-,-,-,-,690.7,13.1408,781.46
36608,,-,-,-,-,267.65,13.1408,302.82
36609,,-,-,-,-,741.5,13.1408,838.94
36610,,Yes,01-11-2020,-,-,1846.95,0,1846.95
36611,,Yes,01-11-2020,-,-,2913.2,0,2913.2
36612,,-,-,-,-,649.8,13.1408,735.19
36615,,-,-,-,-,741.5,13.1408,838.94
36618,,-,-,-,-,649.8,13.1408,735.19
36621,,-,-,-,-,464.5,13.1408,525.54
36624,,-,-,-,-,558.1,13.1408,631.44
36627,,-,-,-,-,691.4,13.1408,782.26
36630,,-,-,Yes,01-11-2020,341.5,0,341.5
36633,,-,-,-,-,741.5,13.1408,838.94
36636,,-,-,-,-,399.9,13.1408,452.45
36639,,-,-,-,-,833.1,13.1408,942.58
36642,,-,-,Yes,01-11-2020,416.45,0,416.45
36645,,-,-,-,-,1066.3,13.1408,1206.42
36648,,-,-,Yes,01-11-2020,949.6,0,949.6
36649,,-,-,-,-,267.65,13.1408,302.82
36650,,-,-,-,-,149.7,13.1408,169.37
36652,,-,-,-,-,649.8,13.1408,735.19
36654,,-,-,-,-,833.1,13.1408,942.58
36656,,-,-,-,-,1066.3,13.1408,1206.42
36663,,-,-,-,-,660.95,13.1408,747.8
36664,,-,-,-,-,593.55,13.1408,671.55
36665,,-,-,-,-,125.4,13.1408,141.88
36666,,-,-,-,-,334,13.1408,377.89
36667,,-,-,-,-,156.3,13.1408,176.84
36668,,-,-,-,-,156.3,13.1408,176.84
36671,,Yes,01-01-2019,-,-,203.2,2.5,208.28
36672,,Yes,01-01-2019,-,-,203.2,2.5,208.28
36673,,Yes,01-01-2019,-,-,203.2,2.5,208.28
36800,,-,-,-,-,27.6,13.1408,31.23
36803,,-,-,-,-,466.35,13.1408,527.63
36806,,-,-,-,-,649.8,13.1408,735.19
36809,,-,-,-,-,833.1,13.1408,942.58
36811,,-,-,-,-,323.4,13.1408,365.9
36812,,-,-,-,-,166.7,13.1408,188.61
36815,,-,-,-,-,237.9,13.1408,269.16
36818,,-,-,-,-,276.6,13.1408,312.95
36821,,-,-,-,-,323.2,13.1408,365.67
36822,,Yes,01-11-2020,-,-,480.25,0,480.25
36823,,Yes,01-11-2020,-,-,552.2,0,552.2
36824,,-,-,-,-,213.15,13.1408,241.16
36825,,-,-,Yes,01-11-2020,581.3,0,581.3
36827,,-,-,-,-,229.85,13.1408,260.05
36830,,-,-,-,-,203.25,13.1408,229.96
36833,,-,-,-,-,276.6,13.1408,312.95
36836,,-,-,-,-,229.85,13.1408,260.05
36840,,-,-,-,-,323.2,13.1408,365.67
36842,,-,-,-,-,325.2,13.1408,367.93
36845,,-,-,-,-,691.4,13.1408,782.26
36848,,-,-,-,-,229.85,13.1408,260.05
36851,,-,-,-,-,229.85,13.1408,260.05
36854,,-,-,-,-,466.35,13.1408,527.63
36857,,-,-,Yes,01-11-2020,366.45,0,366.45
36860,,-,-,-,-,166.7,13.1408,188.61
36863,,-,-,-,-,466.35,13.1408,527.63
37000,,-,-,-,-,741.5,13.1408,838.94
37004,,-,-,-,-,649.8,13.1408,735.19
37008,,-,-,-,-,416.45,13.1408,471.17
37011,,-,-,-,-,93.35,13.1408,105.62
37014,,-,-,-,-,1066.3,13.1408,1206.42
37015,,Yes,01-11-2020,-,-,1331.4,0,1331.4
37016,,Yes,01-11-2020,-,-,2076.05,0,2076.05
37018,,Yes,01-11-2020,-,-,3114.15,0,3114.15
37019,,Yes,01-11-2020,-,-,2073.7,0,2073.7
37020,,-,-,-,-,741.5,13.1408,838.94
37021,,Yes,01-11-2020,-,-,3110.55,0,3110.55
37023,,-,-,-,-,416.45,13.1408,471.17
37026,,-,-,-,-,416.45,13.1408,471.17
37029,,-,-,-,-,924.7,13.1408,1046.21
37038,,-,-,-,-,691.75,13.1408,782.65
37039,,Yes,01-11-2020,-,-,701.85,0,701.85
37040,,-,-,-,-,911.3,13.1408,1031.05
37041,,-,-,-,-,46.6,13.1408,52.72
37042,,-,-,-,-,911.3,13.1408,1031.05
37043,,-,-,Yes,01-03-2022,674.5,13.1408,763.14
37044,,-,-,-,-,691.75,13.1408,782.65
37045,,-,-,-,-,1428.75,13.1408,1616.5
37046,,Yes,01-11-2020,-,-,720.5,0,720.5
37047,,-,-,-,-,1666.05,13.1408,1884.98
37048,,Yes,01-11-2020,-,-,962.2,0,962.2
37050,,-,-,-,-,741.5,13.1408,838.94
37053,,-,-,-,-,856.7,13.1408,969.28
37200,,-,-,-,-,1016.3,13.1408,1149.85
37201,,-,-,-,-,828.85,13.1408,937.77
37202,,-,-,-,-,416.05,13.1408,470.72
37203,,-,-,-,-,1042.15,13.1408,1179.1
37206,,-,-,-,-,558.1,13.1408,631.44
37207,,-,-,-,-,1074.7,2.5,1101.57
37208,,-,-,-,-,575.55,2.5,589.94
37209,,-,-,-,-,1291.1,13.1408,1460.76
37210,,-,-,-,-,1593.4,13.1408,1802.79
37211,,-,-,-,-,1935.2,13.1408,2189.5
37212,,-,-,Yes,01-11-2020,276.6,0,276.6
